Roll(r)	Pitch(r)	Yaw(r)	Longitudinal[X](m)	Lateral[Y](m)	Heave[Z](m)
 0.000000000000000	 0.000000000000000	 0.000000000000000	 0.000001999999995	 0.000000999999997	 -0.220774993300438
 0.000000000000000	 0.000000000000000	 0.000000000000000	 0.000001999999995	 0.000000999999997	 -0.220774993300438
 0.000000000000000	 0.000000000000000	 0.000000000000000	 0.000001999999995	 0.000000999999997	 -0.220774993300438
 0.000000000000000	 0.000000000000000	 0.000000000000000	 0.000001999999995	 0.000000999999997	 -0.220774993300438
 0.000000000000000	 0.000000000000000	 0.000000000000000	 0.000001999999995	 0.000000999999997	 -0.220774993300438
 0.000000000000000	 0.000000000000000	 0.000000000000000	 0.000001999999995	 0.000000999999997	 -0.220774993300438
 0.000000000000000	 0.000000000000000	 0.000000000000000	 0.000001999999995	 0.000000999999997	 -0.220774993300438
 0.000000000000000	 0.000000000000000	 0.000000000000000	 0.000001999999995	 0.000000999999997	 -0.220774993300438
 0.000000000000000	 0.000000000000000	 0.000000000000000	 0.000001999999995	 0.000000999999997	 -0.220774993300438
 0.000000000000000	 0.000000000000000	 0.000000000000000	 0.000001999999995	 0.000000999999997	 -0.220774993300438
 0.000000000000000	 0.000000000000000	 0.000000000000000	 0.000001999999995	 0.000000999999997	 -0.220774993300438
 0.000000000000000	 0.000000000000000	 0.000000000000000	 0.000001999999995	 0.000000999999997	 -0.220774993300438
 0.000000000000000	 0.000000000000000	 0.000000000000000	 0.000001999999995	 0.000000999999997	 -0.220774993300438
 0.000000000000000	 0.000000000000000	 0.000000000000000	 0.000001999999995	 0.000000999999997	 -0.220774993300438
 0.000000000000000	 0.000000000000000	 0.000000000000000	 0.000001999999995	 0.000000999999997	 -0.220774993300438
 0.000000000000000	 0.000000000000000	 0.000000000000000	 0.000001999999995	 0.000000999999997	 -0.220774993300438
 0.000000000000000	 0.000000000000000	 0.000000000000000	 0.000001999999995	 0.000000999999997	 -0.220774993300438
 0.000000000000000	 0.000000000000000	 0.000000000000000	 0.000001999999995	 0.000000999999997	 -0.220774993300438
 0.000000000000000	 0.000000000000000	 0.000000000000000	 0.000001999999995	 0.000000999999997	 -0.220774993300438
 0.000000000000000	 0.000000000000000	 0.000000000000000	 0.000001999999995	 0.000000999999997	 -0.220774993300438
 0.000000000000000	 0.000000000000000	 0.000000000000000	 0.000001999999995	 0.000000999999997	 -0.220774993300438
 0.000000000000000	 0.000000000000000	 0.000000000000000	 0.000001999999995	 0.000000999999997	 -0.220774993300438
 0.000000000000000	 0.000000000000000	 0.000000000000000	 0.000001999999995	 0.000000999999997	 -0.220774993300438
 0.000000000000000	 0.000000000000000	 0.000000000000000	 0.000001999999995	 0.000000999999997	 -0.220774993300438
 0.000000000000000	 0.000000000000000	 0.000000000000000	 0.000001999999995	 0.000000999999997	 -0.220774993300438
 0.000000000000000	 0.000000000000000	 0.000000000000000	 0.000001999999995	 0.000000999999997	 -0.220774993300438
 0.000000000000000	 0.000000000000000	 0.000000000000000	 0.000001999999995	 0.000000999999997	 -0.220774993300438
 0.000000000000000	 0.000000000000000	 0.000000000000000	 0.000001999999995	 0.000000999999997	 -0.220774993300438
 0.000000000000000	 0.000000000000000	 0.000000000000000	 0.000001999999995	 0.000000999999997	 -0.220774993300438
 0.000000000000000	 0.000000000000000	 0.000000000000000	 0.000001999999995	 0.000000999999997	 -0.220774993300438
 0.000000000000000	 0.000000000000000	 0.000000000000000	 0.000001999999995	 0.000000999999997	 -0.220774993300438
 0.000000000000000	 0.000000000000000	 0.000000000000000	 0.000001999999995	 0.000000999999997	 -0.220774993300438
 0.000000000000000	 0.000000000000000	 0.000000000000000	 0.000001999999995	 0.000000999999997	 -0.220774993300438
 0.000000000000000	 0.000000000000000	 0.000000000000000	 0.000001999999995	 0.000000999999997	 -0.220774993300438
 0.000000000000000	 0.000000000000000	 0.000000000000000	 0.000001999999995	 0.000000999999997	 -0.220774993300438
 0.000000000000000	 0.000000000000000	 0.000000000000000	 0.000001999999995	 0.000000999999997	 -0.220774993300438
 0.000000000000000	 0.000000000000000	 0.000000000000000	 0.000001999999995	 0.000000999999997	 -0.220774993300438
 0.000000000000000	 0.000000000000000	 0.000000000000000	 0.000001999999995	 0.000000999999997	 -0.220774993300438
 0.000000000000000	 0.000000000000000	 0.000000000000000	 0.000001999999995	 0.000000999999997	 -0.220774993300438
 0.000000000000000	 0.000000000000000	 0.000000000000000	 0.000001999999995	 0.000000999999997	 -0.220774993300438
